Authors	Title	Citation	DOI	Year	Month	0	1	2	3	Score	FINDINGS	Reported	Correction Date	Retraction	Correction	No Action	SUM  Completed	First_Author	Last_author	Duration in Career	Highest Degree Obtained	Degree Area	Publication Rate	Other Journals Published in	University_name	Type	Established	Academic_staff	Students	No_in_lab	Country	Latitude	Longitude	Campus	world_rank	teaching	international	research	citations	income	student_staff_ratio	international_students	female_male_ratio	pop_density_map.png	privacy_map.jpg	english_language_map.png	Grover identified falsification
Matthew Alexander	The Helicobacter pylori Urease B Subunit Binds to CD74 on Gastric Epithelial Cells and Induces NF-__B Activation and Interleukin-8 Production	Oncogene (2014), 1Ð13	10.1371/journal.ppat.1004195	2011	02-Feb					4	Duplicated lanes within same blot	1	05-12-2016				1	Cathleen D. Valentine	Shigeyuki Hamada	19	MD, PhD	Anaesthetics	1.1666	lung cancer	Boston University School of Medicine	Governmental organization		1814	54641	14.1765306	England	-22.433333	-120.24222	College Town	701		37			41.7			36 : 64	0	3	2	Fake
Dana Barber	Aspirin Delimits Platelet Life Span by Proteasomal Inhibition	Journal of Autoimmunity 25 (2005) 206-214	10.1155/2014/272101	2009	mBio					2	duplicated, stretched blot panels with duplicated area within blot	1	7/22/2014				1	Chih-Yu Peng	Christopher J Law	2	DDS	Anesthesiology	1.5416	Glycobiology	Tsinghua University	Public	1917	3925	13581	20.0926217	West Jerusalem	-44.563889	118.285278	Urban	141			15.4	74.8	49.6			1.83125	1	2	2	Fake
Kayla Rodriguez	Introduction of 65 kDa Antigen of Mycobacterium tuberculosis to Cancer Cells Enhances Anti-Tumor Effect of BCG Therapy	Genome Biology 2013, 14:R121	10.1016/j.lungcan.2011.10.002	1999						3	duplicated actin blot panels, exact	1	7/23/2014				1	Sawsan I. Kreydiyyeh	Rol R. Arnold	24	MD	Cellular Biology	4.3076	Diabetes	Third Military Medical University	Flagship	1864	1200	6354	9.352517986	Turkey	-33.45	-121.53611		90	44.1		36.3		64.7			2.118055556	5	2	0	Fake
Jennifer Fisher	The Evolutionary Rewiring of Ubiquitination Targets Has Reprogrammed the Regulation of Carbon Assimilation in the Pathogenic Yeast Candida albicans	BMC Microbiology 2013, 13:113	10.1128/IAI.69.10.6131Ð6139.2001	2011	03-Mar					7	Duplicated, mirrored bands within same panels	1	08-07-2015				1	King Ching Ho	In¬és Contrerasnd	50	DDS	Biochemistry	0.2222	satellite image processing	Saga University	Graduate	1787	2264	39575	5.47778454	Taiwan	-55.871944	-101.65639	Suburban	75	26.8	53.9		88.1	28.2		0.2	1.954166667	2	3	1	Fake
Eileen Bryant	Opposing Roles for Two Molecular Forms of Replication Protein A in Rad51-Rad54-Mediated DNA Recombination in Plasmodium falciparum	Evidence-Based Complementary, and Alternative Medicine, Volume 2013, Article ID 467245	10.1371/journal.pone.0053940	2008	05-May					7	Duplicated pic of agar plate, but different exposure.	1	11/18/2014		1		1	HIROFUMI YAMAMOTO	Eileen A. Friedman	50	DDS	BioChemistry	1.33	Immunopharmacology and Immunotoxicology	Nanjing Agricultural University	Medical	1820	6500	43204	5.3568117	Australia	-42.335833	2.32805556	Suburban			37.7			57.1		0.05	1.954166667	5	0	4	Fake
Brandon Miller	Localization of the Intracellular Activity Domain of Pasteurella multocida Toxin to the N Terminus	Evidence-Based Complementary, and Alternative Medicine, Volume 2012, Article ID 732578	10.1128/IAI.00013-12	2000	07-Jul					5	duplicated blot, shifted microscopy	1	11/19/2015				1	Emanuela Rosati	Pierfrancesco Marconi	6	PhD	biochemistry	6	cancer	University of Barcelona	Graduate	1973	2200	600	9.60629336	West Jerusalem	-54.584167	-120.21667	College Town	189					31.6			38 : 62	3	2	0	Fake
Heather Wagner	STIM1, a direct target of microRNA-185, promotes tumor metastasis and is associated with poor prognosis in colorectal cancer	Cytokine 46 (2009) 96Ð99	10.1155/2014/424767	2005	06-Jun					3	Reused lanes, possibly duplicated lanes	1	11-11-2015				1	T-I Hsu	Turgay Dalkaraen	28	BSc	pharmacology	6	Diabetes	Chung Shan Medical University	National		1604	36300	18.4719784	United Kingdom	-59.8575	-76.495	College Town	450	32.6	33.9	37.6		56.2	18.2		1.913194444	0	1	1	Fake
Michelle Rose	miR-221 Promotes Tumorigenesis in Human Triple Negative Breast Cancer Cells	Journal of Autoimmunity 24 (2005) 69-78	10.1038/onc.2014.22	2001	mBio					4	Duplicated blot panels, shifted	1	02-01-2016				1	Z Zhang	Natalia A. Ignatenko	33	BSc	genetics	7.15	Oncology	Shanghai Jiaotong University	Public		1442	826	8.19134993	Turkey	-43.041389	83.0125	Rural	700		47		27.2	52.3			1.83125	3	0	2	Fake
Jennifer Levy	Interplay of RsbM and RsbK controls the sB activity of Bacillus cereuse	Cytokine 35 (2006) 67Ð76	10.1038/nature10539	2006	IAI					5	Shifted actin blot panels	1	10-01-2014				1	Erica P. Homan	Nisar P. Malek	5	BSc	Animal Science	3	International Journal of Molecular Sciences	University of Munich	Governmental organization	1477	2414	25049	8.39822161	South Korea	-43.041389	-14.414167		174		53.7			90.8			39 : 61	5	0	4	Fake
Jody Strickland	Sparstolonin B, a Novel Plant Derived Compound, Arrests Cell Cycle and Induces Apoptosis in N-Myc Amplified and N-Myc Nonamplified Neuroblastoma Cells	PLoS ONE 9(6): e99137, June 11, 2014. doi:10.1371/journal.pone.0099137	10.1073/pnas.1310331110	2008	08-Aug					3	Duplicated agarose gel panels	1	01-06-2016				1	Jiale Ma	Stephen Safe	28	MD	MicroBiology	0.8181	nature communications	Shanghai Jiaotong University		1861	1402	43204	8.4801396	Malaysia	-43.661667	108.954	Urban	127	49.4		46.6		31.7			0.68402778	2	2	4	Fake
William Smith	Signaling pathway underlying the up-regulatory effect of TNF-a on the Na+/K+ ATPase in HepG2 cells	J. Clin. Microbiol. 2009, 47(6):1712. DOI: 10.1128/JCM.00001-09	10.1371/journal.pone.0093995	1996	07-Jul					3		1	4/22/2015				1	Luke Martin McCaffrey	Masafumi Yamamoto	25	MD	Biotechnology	1.4	Heart Vessels	Peking University	Governmental organization	1742	1604	38771	0.64595745	Germany	-34.069444	-117.42389	College Town	141	39.1	53.7	22.2	88.1	48	9	0.18	39 : 61	5	3	2	Fake
Elizabeth Brown	RNA-seq Analysis of Host and Viral Gene Expression Highlights Interaction between Varicella Zoster Virus and Keratinocyte Differentiation	Oncogene (2014) 33, 2295Ð2306	10.1073/pnas.1108537109	2009	01-Jan					5	duplicated, shifted, rotated blot strips/lanes	1	01/26/2015				1	Ari Kassardjian	Li Sun	12	MD, PhD	Nephrology	1.8571	PloS One	Osaka University	National	2004	1196	47000	3.87860262	Canada	-30.285	123.278889	College Town	123		53.7			28.2	8.6		36 : 64	0	0	2	Fake
Michael Craig	14-3-3__ is required to prevent mitotic catastrophe after DNA damage	Cytokine 63 (2013) 1Ð5	10.1111/j.1462-2920.2012.02788.x	2006	04-Apr					5	Duplicated blot	1	11-09-2015				1	Prabuddha Dey	Pavel P. Philippov	27	MD	philosophy	10.22	cancer cells	University of Bari	Governmental organization	1946	7310	729	9.2753304	Canada	40.7644444	-13.512778		3			19.6	22.6	56.2	11.8	0.12	38 : 62	0	3	4	Fake
Holly Myers	Cyclin D1 cooperates with p21 to regulate TGFb-mediated breast cancer cell migration and tumor local invasion	INTERNATIONAL JOURNAL OF ONCOLOGY 40: 1779-1788, 2012	10.1126/science.1176709	2013	05-May					4	Duplicated lanes within different panels - but representing same conditions	1	10/13/2016				1	YUKI FUJISE	Keji Zhao	8	DDS	Gastroenterology	3.06	Pharmacological Sciences	Indian Institute of Technology Kharagpur	Medical		3133	455	30.7564356		-29.310833	-70.666667	College Town		15.2	76.3	96.2		43.1			1.790277778	2	0	4	Fake
Karen Bishop	Osteopontin signaling upregulates cyclooxygenase-2 expression in tumor-associated macrophages leading to enhanced angiogenesis and melanoma growth via a9b1 integrin	PLOS Genetics, January 23, 2014DOI: 10.1371	10.1128/mBio.00495-12	2010	JCM					2	Duplicated lanes with blot panel	1	9/15/2014				1	Ana Mena	Susan K. Dutcher	6	MD, PhD	developmental biology	0.2857	endodontics	Bengbu Medical College	Medical	2004	560	51585	6.7939743	Argentina	45.508889	80.4180556		161					32.1	18	0.09	36 : 64	2	2	2	Fake
Joshua Best	Antirecoverin autoantibodies in the patient with non-small cell lung cancer but without cancer-associated retinopathy	Int. J. Cancer: 133, 2650Ð2661 (2013)	10.3892/ijo.2012.1617	2003	06-Jun					7	Duplicated microscopy, possible duplicated lanes in same blot	1	11-11-2015				1	Pascale Gerbaud	Mar√µa Cristina Carrillo	18	PhD	Anesthesiology	1.8	molucular biology	National Cheng Kung University	Public	1838	3061	15039	7.84	Czech Republic	41.0678	-127.07639	Urban	79			27.6	94.2	79.4	18.2		34 : 66	5	3	1	Fake
Ross Hawkins	TGF-b/Smad3 Stimulates Stem Cell/Developmental Gene Expression and Vascular Smooth Muscle Cell De-Differentiation	Journal of Autoimmunity 28 (2007) 99-113	10.1371/journal.pone.0090318	1998	07-Jul					5	Duplicated lanes within same gel panel	1	7/25/2016				1	Gail Doughton	Manoj N. Krishnan	32	BSc	disease	4.07	PloS Genetics	IRCCS Istituto Scientifico Romagnolo per lo Studio e la Cura dei Tumori	National	1782	1395	47899	13.0818859	Spain	-31.200833	73.195	College Town	14		24.5		98.5	28.2			2.159027778	1	1	2	Fake
Chad Watson	Upregulation of cytochrome P450 2J3/11,12-epoxyeicosatrienoic acid inhibits apoptosis in neonatal rat cardiomyocytes by a caspase-dependent pathway	Environmental Microbiology (2009) 11(5), 1126Ð1136	10.1128/IAI.00539-13	2013	05-May					7	Possible patches in microscopy, possible duplicated lanes	1	10-01-2016				1	Patrick C. Y. Woo	Lee M. Wetzler	5	BS	cell biology	6.2	Molecular biology	Marche Polytechnic University	Public	1931	11502	76006	0	Malaysia	-29.933333	-133.92	College Town	68		47.8			36			34 : 66	2	2	0	Fake
Amanda Escobar	Epsilon-Toxin Production by Clostridium perfringens Type D Strain CN3718 Is Dependent upon the agr Operon but Not the VirS/VirR Two-Component Regulatory System	Int. J. Cancer: 132, 2258Ð2269 (2013)	10.1128/IAI.00013-12	2008	07-Jul					3	Multiple cases of duplicated blot strips	1	11/15/2015				1	Erica P. Homan	Bin Huang	16	DDS	Anesthesiology	3	Zeitschrift für Gastroenterologie	Tel Aviv University	National	1961	1397	51585	14.1765306	India	44.225	6.29027778	College Town	326	88.2	56.3	70	98.6	38	8.6		2.732638889	0	3	4	Fake
Mary Anderson	The distribution of interleukin-19 in healthy and neoplastic tissue	Nature, Vol. 454, 24 July 2008, page 528	10.3892/ijo.2012.1470	1998	IAI					5	Cut, and duplicated SDS PAGE parts	1	10/17/2016				1	Markus Neumeier	Bert Vogelstein	16	PhD	Mathematics	1.666	pathobiology	Boston University School of Medicine	National	1891	1088	31086	3.87860262	Spain	-51.379722	121.474722	Urban	4		56.4	45.2		76.1	8.4		2.036111111	0	3	4	Fake
Erik Mckee	Nasal Immunization with a Fusion Protein Consisting of the Hemagglutinin A Antigenic Region and the Maltose-Binding Protein Elicits CD11c__ CD8__ Dendritic Cells for Induced Long-Term Protective Immunity__	Cytokine 70 (2014) 87Ð96	10.1128/JCM.43.7.3512-3515.2005	2013	02-Feb					3	Duplicated agarose gel panels	1	11-02-2016				1	Kang Fang	Xiaolong Yang	4	BS	Neurology	6.09	genomic analysis	University of Cote d'Azur	Flagship	1821	8733	45742	10.2299089	Brazil	-44.563889	-78.528889	Rural	226			78.4	67.2	64.4		0.02	34 : 66	1	2	4	Fake
Amanda Campbell	Up-regulation of focal adhesion kinase in non-small cell lung cancer	INTERNATIONAL JOURNAL OF ONCOLOGY 41: 1809-1819, 2012	10.1371/journal.pone.0090608	2000	08-Aug					2	duplicated, shifted, rotated blot strips/lanes	1	10-01-2015				1	Shidong Jia	Tanja Dominko	5	DDS	philosophy	0.6666	virology	University of Michigan, Dearborn	Flagship	1614	3000	31719	2.28846154	Northern Ireland	-40.001944	83.07	Rural		30.6			57.5	30			36 : 64	3	2	0	Fake
Kelly Gould	Human Genome-Wide RNAi Screen Identifies an Essential Role for Inositol Pyrophosphates in Type-I Interferon Response	Letters in Applied Microbiology 55, 73Ð81, 2012	10.1155/2014/164391	1996	mBio					3	Duplicated gel panels	1	01-12-2016				1	Li Han	Hwei-Tien Huang	8	PhD	Biochemistry	2.777	Genomics	Xi'an Jiaotong University	Flagship	1871	2451	30000	30.7564356		-48.150833	-116.32667	College Town	5			10.1		57.1			39 : 61	5	2	1	Fake
Michael Walker	Increases in inflammatory mediators in DRG implicate in the pathogenesis of painful neuropathy in Type 2 diabetes	Evidence-Based Complementary, and Alternative Medicine, Volume 2013, Article ID 594906	10.1155/2014/640857	1996	04-Apr					4	part of blot panel reused to represent different protein	1	11/25/2014				1	Stephanie Dahan	Lee M. Wetzler	2	MD	Molecular Biology	2.1363	pathobiology	Xi'an Jiaotong University		1934	1874	15039	12.6458262	Australia	45.508889	87.6738889	Urban	326		40.8	31.4		79.3			2.363888889	2	3	2	Fake
Michael Lucas	Ovarian cancer cells, not normal cells, are damaged by Mirk/Dyrk1B kinase inhibition	Int. J. Cancer: 132, 795Ð806 (2013)	10.1186/bcr3692	2001	IAI					3	Duplicated control panel, stretched	1	09-12-2016				1	Upal K. Basu Roy	D Fan	35	MD, PhD	Molecular and Cell Biology	4.2	molecular genetics	Xi'an Jiaotong University	National		4451	31829	10.966199	Sweden	-33.9975	-82.989167	College Town	141				83.2	43.1	20.3		1.995138889	5	0	0	Fake
Samuel Aguilar	The Helicobacter pylori Urease B Subunit Binds to CD74 on Gastric Epithelial Cells and Induces NF-__B Activation and Interleukin-8 Production	Infect. Immun. Feb. 2011, p. 895Ð904 Vol. 79, No. 2	10.1016/j.cyto.2012.05.021	1996	mBio					4	duplicated blots, shifted, band duplicated within same panel	1	12-02-2012				1	H. Liu	Hueng-Sik Choi	3	MD	Molecular Biophysics	3.777	molucular biology	Emory University School of Medicine	Private	1900	8733	30805	5.41812977	Brazil	-50.580833	11.004769	Rural	16	44.3				55			2.404861111	0	3	4	Fake
Ashley Scott	Regulation of Histone Acetylation in the Nucleus by Sphingosine-1-Phosphate	PLOS ONE, July 2013 | Volume 8 | Issue 7 | e70508, doi:10.1371/journal.pone.0070508	10.1128/IAI.72.3.1223-1229.2004	2007	05-May					4	Overlapping microscopy, duplicated bands within blots	1	12-05-2016				1	Wael Abdel Halim Hegazy	Hwei-Tien Huang	32	MD, PhD	biology	17.15	microbiology	Tehran University of Medical Sciences	Medical	1898	1086	47899	5.917961783		-37.739722	122.258889	Suburban	700			85.2		40.5			2.609722222	5	3	4	Fake
Paul Thompson	Augmentation of Epithelial Resistance to Invading Bacteria by Using mRNA Transfections	Cancer Cell 26, 754Ð769, November 10, 2014	10.1371/journal.pbio.1001847	2003	01-Jan					3	Duplicated blot panels, shifted	1	10-09-2015				1	Nathalie Delgehyr	Genshan Ma	20	BS	Cell Biology	3.777	Immunopharmacology and Immunotoxicology	National Institutes of Health	Flagship	1848	2700	27357	10.966199	Iran	-39.328889	-76.495		551	32.8				33.4				0	3	0	Fake
Sarah Hall	Increased levels of bioactive IL-16 correlate with disease activity during relapsing experimental autoimmune encephalomyelitis (EAE)	PLOS ONE, August 2013 | Volume 8 | Issue 8 | e71127	10.1186/1471-2180-10-53	2006	04-Apr					3	Overlapping microscopy images; multiple cases	1	06-06-2016				1	Lei-Chin Chen	Laiqiang Huang	17	BS	Molecular Biophysics	3.33	genetics	Thammasat University	Governmental organization	1957	1442	31719	23.9448029	Chile	40.7644444	4.361		3	92.5			47.3	90.8			2.077083333	1	2	2	Fake
Paul Small	Renal Overexpression of Atrial Natriuretic Peptide and Hypoxia Inducible Factor-1__ as Adaptive Response to a High Salt Diet	PLoS ONE 9(6): e99137, June 11, 2014. doi:10.1371/journal.pone.0099137	10.3892/ijo.2012.1714	2008	01-Jan					3	Duplicated lanes with blot panel	1	9/16/2016				1	Sou-Ichi Makino	Ian G. Macara	31	MD, PhD	philosophy	0.3571	pathology	Lomonosov Moscow State University	Governmental organization		2414	38736	3.3916024	Malaysia	-37.739722	-127.07639		21	69.8	46.4			34.5	9		1.83125	2	1	1	Fake
John Wolfe	Preparation of Monoclonal Antibodies Cross-Reactive with Orthopoxviruses and Their Application for Direct Immunofluorescence Test	Cancer Cell 23, 489Ð501, April 15, 2013	10.1371/journal.pone.0063581	2009	01-Jan					7	Duplicated actin blot	1	9/22/2016				1	LI MA	Wendy C. Brown	3	MD	Cytokinetics	11	International Journal of Molecular Sciences	National Heart, Lung, and Blood Institute	National	1908	4451	33506	2.28846154	Iran	-29.710556	127.051667	Urban	81					55			2.077083333	5	2	2	Fake
Deborah Figueroa	Porphyromonas gingivalis lipopolysaccharide regulates interleukin (IL)-17 and IL-23 expression via SIRT1 modulation in human periodontal ligament cells	Infect. Immun. 2013, 81(12):4509	10.1016/j.lungcan.2006.06.001	1999	03-Mar					7	2 adjacent lanes in same panel look very similar when one is stretched (multiplecases)	1	12-01-2016				1	Dusanka S. Skundric	Rahmah Noordin	8	PhD	Pathology and Medical Biology	0.3555556	cancer	Inserm	Graduate	1968	676	47000	9.36294834	Singapore	42.388889	-121.425	College Town	193		19.9			36			2.036111111	5	1	4	Fake
Thomas Ruiz	Yangjing Capsule Extract Promotes Proliferation of GC-1 Spg Cells	PLOS Genetics, March 2013 | Volume 9 | Issue 3 | e1003361, doi:10.1371/journal.pgen.1003361	10.1016/j.cyto.2012.04.029	2004	JCM					4	Multiple cases of overlapping microscopy panels	1	09-01-2014				1	Ji-Yong Zhou	Sawsan Ibrahim Kreydiyyeh	23	MD	Computer Science	3.16	PloS pathogens	University of Tasmania	Medical	1917	755	23368	31.25		-42.054722	-127.45694	College Town					47.1	28.3			2.732638889	5	2	0	Fake
Kylie Crawford	Renal Overexpression of Atrial Natriuretic Peptide and Hypoxia Inducible Factor-1__ as Adaptive Response to a High Salt Diet	Int. J. Cancer: 132, 1940Ð1953 (2013)	10.1371/journal.pone.0069134	2009	IAI					7	Duplicated bands in different order	1	07-06-2016				1	Feng Zhou	Christa Buechler n	13	BS	biochemistry	0.375	Oncogene	University of California, Los Angeles	Medical	1787	2009	36300	12.6458262	Taiwan	-57.165	-133.92	College Town	36	35.8	41.2	19.3			2.6		2.404861111	3	3	0	Fake
Ronald Whitney	Itch E3 ubiquitin ligase regulates large tumor suppressor 1 stability	PNAS | July 9, 2013 | vol. 110 | no. 28 | 11409Ð11414	10.1371/journal.pone.0093995	2008	06-Jun					2		1	9/28/2016				1	Markus Neumeier	Richard A. Lerner	17	DDS	Forensic Medicine	2.5	Zeitschrift für Gastroenterologie	Nanjing Medical University	Medical	1885	1456	54641	9.04164011		-47.922222	-113.25556	Suburban	97				19.7	46.4			32 : 68	0	1	2	Fake
Thomas Valencia	Estrogen receptor _ inhibits estradiol-induced proliferation and migration of MCF-7 cells through regulation of mitofusin 2	BMC Microbiology 2013, 13:113	10.1038/34214	2001	10.1016/j.lungcan.2011.01.012					2	Overlapping blots, two cases	1	6/15/2016				1	Kumiko Goto	Kwok-Yung Yuen	5	BSc	Bioinformatics	1.3	Slovenian Veterinary Research	Xi'an Jiaotong University	Public	1970	0	24375	23.7743468	France	42.3572222	-138.60417	Suburban	226			28.5		79.3	18			1	0	1	Fake
Anthony Jones	Hemin-Induced Modifications of the Antigenicity and Hemin-Binding Capacity of Porphyromonas gingivalis Lipopolysaccharide	PNAS | April 10, 2012 | vol. 109 | no. 15 | 5729Ð5734	10.1371/journal.pone.0099137	2009	02-Feb					5	Multiple cases of duplicated blot strips	1	04-11-2016				1	Noritoshi Kitamoto	Lawrence Panasci	27	BS	disease	0.9	cancer cells	Evotec France	Graduate	1866	1397	30614	13.5400265	United States	-31.200833	-12.386111	Urban	32	41		96.2		48.5			2.118055556	0	2	1	Fake
Karen Brandt	D14ÐSCFD3-dependent degradation of D53 regulates strigolactone signalling	Letters in Applied Microbiology 55, 73Ð81, 2012	10.1016/j.cyto.2012.04.029	2008	mBio					2	reuse of 2 bands multiple times to create blot panel	1	06-01-2015				1	Arumugam Nagalingam	Ana L. Roy	4	BS	Oncology	3.88	PloS	University of Pittsburgh School of Medicine	Flagship		1442	14035	16.5018226	Germany	33.8997222	-117.42389	Rural	276		16.7	39.7		30			38 : 62	1	1	4	Fake
Taylor Francis	Kaiso is expressed in lung cancer: Its expression and localization is affected by p120ctn	Evidence-Based Complementary, and Alternative Medicine, Volume 2013, Article ID 938081	10.1083/jcb.201201133	2000	06-Jun					3	Overlapping microscopy images, multiple times	1	5/20/2016				1	Ingunn Holen	Munmun Chattopadhyay	33	BSc	Cancer Biology	0.2380952	Journal of Neuroimmune Pharmacology	Sun Yat sen University	Graduate		2261	36000	15.98099212	Northern Ireland	-57.165	-116.30028	Suburban	167					41.7			36 : 64	1	2	4	Fake
